Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
119,Troy O'Leary*,30,BOS,AL,1.1,138,563,513,68,134,30,4,13,70,0,2,44,76,0.261,0.32,0.411,0.731,82,0.325,76,211,12,2,0,4,2,*7/H,,o'leatr01
120,Matt Stairs*,32,OAK,AL,-0.1,143,562,476,74,108,26,0,21,81,5,2,78,122,0.227,0.333,0.414,0.747,92,0.335,89,197,7,1,1,6,4,9DH/38,,stairma01
121,Carl Everett#,29,BOS,AL,4.7,137,561,496,82,149,32,4,34,108,11,4,52,113,0.3,0.373,0.587,0.959,136,0.409,133,291,4,8,0,5,5,*8H/D,AS,evereca01
122,Corey Koskie*,27,MIN,AL,2.9,146,559,474,79,142,32,4,9,65,5,4,77,104,0.3,0.4,0.441,0.841,110,0.379,113,209,11,4,1,3,7,*5H/D,,koskico01
123,Damon Buford,30,CHC,NL,0.6,150,556,495,64,124,18,3,15,48,4,6,47,118,0.251,0.324,0.39,0.714,82,0.329,86,193,9,8,4,2,3,*8H/97,,buforda01
124,Rey Sánchez,32,KCR,AL,2.3,143,555,509,68,139,18,2,1,38,7,3,28,55,0.273,0.314,0.322,0.637,61,0.304,60,164,17,4,11,3,0,*6/H,,sanchre01
125,Fernando Viña*,31,STL,NL,3.2,123,554,487,81,146,24,6,4,31,10,8,36,36,0.3,0.38,0.398,0.779,97,0.362,105,194,5,28,2,1,0,*4/H,,vinafe01
126,Jacque Jones*,25,MIN,AL,1.3,154,552,523,66,149,26,5,19,76,7,5,26,111,0.285,0.319,0.463,0.781,92,0.343,88,242,17,0,1,0,4,*78H/9,,jonesja05
127,Robin Ventura*,32,NYM,NL,1.8,141,551,469,61,109,23,1,24,84,3,5,75,91,0.232,0.338,0.439,0.777,98,0.342,96,206,14,2,1,4,12,*5/H3,,venturo01
128,Brian Daubach*,28,BOS,AL,0.2,142,549,495,55,123,32,2,21,76,1,1,44,130,0.248,0.315,0.448,0.764,89,0.33,79,222,6,6,0,4,2,3DH/759,,daubabr01
129,Andrés Galarraga,39,ATL,NL,1.2,141,548,494,67,149,25,1,28,100,3,5,36,126,0.302,0.369,0.526,0.895,123,0.394,128,260,15,17,0,1,5,*3H/D,AS,galaran01
130,Mike Lansing,32,2TM,2LG,-1.4,139,548,504,72,121,18,6,11,60,8,2,38,75,0.24,0.292,0.365,0.657,54,0.308,49,184,20,0,3,3,2,*4/H5,,lansimi01
130,Mike Lansing,32,COL,NL,-0.2,90,400,365,62,94,14,6,11,47,8,2,31,49,0.258,0.315,0.419,0.734,68,0.341,67,153,13,0,3,1,1,4/H,,lansimi01
130,Mike Lansing,32,BOS,AL,-1.2,49,148,139,10,27,4,0,0,13,0,0,7,26,0.194,0.23,0.223,0.453,15,0.218,2,31,7,0,0,2,1,4/H5,,lansimi01
131,Derrek Lee,24,FLA,NL,2,158,546,477,70,134,18,3,28,70,0,3,63,123,0.281,0.368,0.507,0.875,124,0.39,131,242,14,4,0,2,6,*3H,,leede02
132,Randy Velarde,37,OAK,AL,2.3,122,546,485,82,135,23,0,12,41,9,3,54,95,0.278,0.354,0.4,0.754,95,0.353,101,194,15,3,3,1,0,*4/H,,velarra01
133,Sean Casey*,25,CIN,NL,3.4,133,545,480,69,151,33,2,20,85,1,0,52,80,0.315,0.385,0.517,0.902,124,0.397,126,248,16,7,0,6,4,*3/H,,caseyse01
134,Mike Piazza,31,NYM,NL,5.1,136,545,482,90,156,26,0,38,113,4,2,58,69,0.324,0.398,0.614,1.012,155,0.43,156,296,15,3,0,2,10,*2/HD,ASMVP-3SS,piazzmi01
135,Greg Vaughn,34,TBD,AL,3.2,127,545,461,83,117,27,1,28,74,8,1,80,128,0.254,0.365,0.499,0.864,119,0.392,125,230,10,2,0,2,3,7D/H,,vaughgr01
136,Mark Quinn,26,KCR,AL,1.8,135,544,500,76,147,33,2,20,78,5,2,35,91,0.294,0.342,0.488,0.83,105,0.366,103,244,11,3,3,3,1,7D/H98,ROY-3,quinnma01
137,Rafael Furcal#,22,ATL,NL,4,131,542,455,87,134,20,4,4,37,40,14,73,80,0.295,0.394,0.382,0.776,98,0.372,108,174,2,3,9,2,0,*64/H,ROY-1,furcara02
138,Ricky Gutiérrez,30,CHC,NL,1.6,125,542,449,73,124,19,2,11,56,8,2,66,58,0.276,0.375,0.401,0.775,99,0.366,108,180,10,7,16,4,0,*6/H,,gutieri01
139,Damian Jackson,26,SDP,NL,2.7,138,541,470,68,120,27,6,6,37,28,6,62,108,0.255,0.345,0.377,0.721,89,0.337,91,177,7,3,4,2,2,647/H,,jacksda04
140,Scott Rolen,25,PHI,NL,4.5,128,541,483,88,144,32,6,26,89,8,1,51,99,0.298,0.37,0.551,0.92,129,0.397,127,266,4,5,0,2,9,*5/H,GG,rolensc01
141,Kevin Young,31,PIT,NL,-1.6,132,541,496,77,128,27,0,20,88,8,3,32,96,0.258,0.311,0.433,0.744,86,0.328,81,215,15,8,0,5,1,*3/HD,,youngke01
142,Mike Lamb*,24,TEX,AL,-1,138,538,493,65,137,25,2,6,47,0,2,34,60,0.278,0.328,0.373,0.702,77,0.319,74,184,10,4,5,2,6,*5/HD,,lambmi01
143,Brian Jordan,33,ATL,NL,2,133,537,489,71,129,26,0,17,77,10,2,38,80,0.264,0.32,0.421,0.742,86,0.339,85,206,12,5,0,5,1,*9/H,,jordabr01
144,Wil Cordero,28,2TM,2LG,-0.5,127,536,496,64,137,35,5,16,68,1,2,32,76,0.276,0.328,0.464,0.792,98,0.362,105,230,18,7,0,1,1,*7/HD,,cordewi01
144,Wil Cordero,28,PIT,NL,-0.3,89,378,348,46,98,24,3,16,51,1,2,25,58,0.282,0.336,0.506,0.842,110,0.375,115,176,11,4,0,1,1,7/HD,,cordewi01
144,Wil Cordero,28,CLE,AL,-0.2,38,158,148,18,39,11,2,0,17,0,0,7,18,0.264,0.31,0.365,0.675,70,0.331,82,54,7,3,0,0,0,7,,cordewi01
145,Damion Easley,30,DET,AL,4,126,535,464,76,120,27,2,14,58,13,4,55,79,0.259,0.35,0.416,0.766,99,0.347,99,193,11,11,4,1,1,*4,,easleda01
146,Manny Ramírez,28,CLE,AL,4.8,118,532,439,92,154,34,2,38,122,1,1,86,117,0.351,0.457,0.697,1.154,186,0.485,189,306,9,3,0,4,9,9D,ASMVP-6SS,ramirma02
147,Ricky Ledée*,26,3TM,AL,-0.4,137,531,467,59,110,19,5,13,77,13,6,59,98,0.236,0.322,0.381,0.703,78,0.316,72,178,17,2,0,3,4,*79D/H8,,ledeeri01
147,Ricky Ledée*,26,NYY,AL,0.3,62,220,191,23,46,11,1,7,31,7,3,26,39,0.241,0.332,0.419,0.751,90,0.332,84,80,7,1,0,2,2,7D/H89,,ledeeri01
147,Ricky Ledée*,26,CLE,AL,0.2,17,71,63,13,14,2,1,2,8,0,0,8,9,0.222,0.31,0.381,0.691,74,0.321,75,24,3,0,0,0,0,9-Jul,,ledeeri01
147,Ricky Ledée*,26,TEX,AL,-0.8,58,240,213,23,50,6,3,4,38,6,3,25,50,0.235,0.317,0.347,0.664,68,0.301,61,74,7,1,0,1,2,97/8H,,ledeeri01
148,Jay Payton,27,NYM,NL,2.1,149,529,488,63,142,23,1,17,62,5,11,30,60,0.291,0.331,0.447,0.778,98,0.341,99,218,9,3,0,8,0,*8H/7,ROY-3,paytoja01
149,José Offerman#,31,BOS,AL,0.8,116,527,451,73,115,14,3,9,41,0,8,70,70,0.255,0.354,0.359,0.713,80,0.332,86,162,9,1,2,3,0,43/DH,,offerjo01
150,Bret Boone,31,SDP,NL,0.2,127,525,463,61,116,18,2,19,74,8,4,50,97,0.251,0.326,0.421,0.747,94,0.327,88,195,11,5,0,7,7,*4/H,,boonebr01
151,Javy López,29,ATL,NL,2.5,134,525,481,60,138,21,1,24,89,0,0,35,80,0.287,0.337,0.484,0.822,105,0.373,111,233,20,4,0,5,3,*2/H,,lopezja01
152,Brad Fullmer*,25,TOR,AL,1.6,133,524,482,76,142,29,1,32,104,3,1,30,68,0.295,0.34,0.558,0.898,120,0.385,116,269,14,6,0,6,3,*DH/3,,fullmbr01
153,Al Martin*,32,2TM,2LG,0.4,135,523,480,81,137,15,10,15,36,10,9,36,85,0.285,0.338,0.452,0.791,105,0.341,100,217,3,4,0,3,5,*7H/98D,,martial03
153,Al Martin*,32,SDP,NL,0.3,93,378,346,62,106,13,6,11,27,6,8,28,54,0.306,0.36,0.474,0.834,116,0.359,115,164,2,2,0,2,5,7/H,,martial03
153,Al Martin*,32,SEA,AL,0.2,42,145,134,19,31,2,4,4,9,4,1,8,31,0.231,0.283,0.396,0.678,74,0.297,64,53,1,2,0,1,0,7/9H8D,,martial03
154,Scott Brosius,33,NYY,AL,-0.3,135,519,470,57,108,20,0,16,64,0,3,45,73,0.23,0.299,0.374,0.673,70,0.302,66,176,17,2,0,2,1,*5/379DH,,brosisc01
155,Jason Varitek#,28,BOS,AL,1.2,139,519,448,55,111,31,1,10,65,1,1,60,84,0.248,0.342,0.388,0.73,83,0.337,84,174,16,6,1,4,3,*2H/D,,varitja01
156,Rickey Henderson,41,2TM,2LG,0.7,123,519,420,75,98,14,2,4,32,36,11,88,75,0.233,0.368,0.305,0.673,78,0.335,87,128,11,4,3,4,1,*7/HD,,henderi01
156,Rickey Henderson,41,NYM,NL,-0.6,31,124,96,17,21,1,0,0,2,5,2,25,20,0.219,0.387,0.229,0.616,64,0.319,77,22,2,2,0,1,1,7/H,,henderi01
156,Rickey Henderson,41,SEA,AL,1.3,92,395,324,58,77,13,2,4,30,31,9,63,55,0.238,0.362,0.327,0.689,82,0.34,91,106,9,2,3,3,0,7/HD,,henderi01
157,Moisés Alou,33,HOU,NL,2.6,126,517,454,82,161,28,2,30,114,3,3,52,45,0.355,0.416,0.623,1.039,151,0.448,158,283,21,2,0,9,4,*97/HD,MVP-20,aloumo01
158,Pat Meares,31,PIT,NL,0.3,132,514,462,55,111,22,2,13,47,1,0,36,91,0.24,0.305,0.381,0.685,73,0.323,77,176,13,8,5,3,6,*6/H,,mearepa01
159,Bengie Molina,25,ANA,AL,1.6,130,513,473,59,133,20,2,14,71,1,0,23,33,0.281,0.318,0.421,0.739,84,0.33,79,199,17,6,4,7,0,*2/DH,ROY-4,molinbe01
160,Dave Martinez*,35,4TM,2LG,0.6,132,513,457,60,125,19,5,5,47,8,7,50,73,0.274,0.346,0.37,0.716,82,0.32,77,169,12,2,1,3,3,*93H/78,,martida01
160,Dave Martinez*,35,3TM,AL,0.9,114,457,403,55,115,18,4,5,46,7,7,48,65,0.285,0.362,0.387,0.749,90,0.334,86,156,12,2,1,3,3,*9/H3,,martida01
160,Dave Martinez*,35,TBD,AL,-0.5,29,117,104,12,27,4,2,1,12,1,4,10,17,0.26,0.319,0.365,0.684,75,0.285,64,38,1,0,1,2,1,9/H,,martida01
160,Dave Martinez*,35,CHC,NL,-0.3,18,56,54,5,10,1,1,0,1,1,0,2,8,0.185,0.214,0.241,0.455,16,0.209,-3,13,0,0,0,0,0,/37H8,,martida01
160,Dave Martinez*,35,TEX,AL,0.5,38,134,119,14,32,4,1,2,12,2,1,14,20,0.269,0.351,0.37,0.72,83,0.322,75,44,8,1,0,0,2,9/3H,,martida01
160,Dave Martinez*,35,TOR,AL,0.8,47,206,180,29,56,10,1,2,22,4,2,24,28,0.311,0.393,0.411,0.804,103,0.368,106,74,3,1,0,1,0,9/H,,martida01
161,David Bell,27,SEA,AL,0.8,133,512,454,57,112,24,2,11,47,2,3,42,66,0.247,0.316,0.381,0.697,81,0.325,86,173,11,6,6,4,0,54/H36D,,bellda01
162,Jeffrey Hammonds,29,COL,NL,2.3,122,511,454,94,152,24,2,20,106,14,7,44,83,0.335,0.395,0.529,0.924,111,0.413,119,240,11,5,2,6,4,*97/8H,AS,hammoje01
163,Will Clark*,36,2TM,2LG,4,130,507,427,78,136,30,2,21,70,5,2,69,69,0.319,0.418,0.546,0.964,145,0.427,151,233,7,7,0,4,3,*3/DH,,clarkwi02
163,Will Clark*,36,BAL,AL,1.8,79,310,256,49,77,15,1,9,28,4,2,47,45,0.301,0.413,0.473,0.886,129,0.399,135,121,4,4,0,3,3,3/DH,,clarkwi02
163,Will Clark*,36,STL,NL,2.1,51,197,171,29,59,15,1,12,42,1,0,22,24,0.345,0.426,0.655,1.081,167,0.471,178,112,3,3,0,1,0,3/H,,clarkwi02
164,Trot Nixon*,26,BOS,AL,2.5,123,502,427,66,118,27,8,12,60,8,1,63,85,0.276,0.368,0.461,0.83,107,0.369,104,197,11,2,5,5,2,*9H/8D,,nixontr01
165,Desi Relaford#,26,2TM,NL,-0.6,128,502,410,55,88,14,3,5,46,13,0,75,71,0.215,0.351,0.3,0.651,69,0.325,77,123,10,12,3,2,7,*6/H,,relafde01
165,Desi Relaford#,26,PHI,NL,-0.5,83,313,253,29,56,12,3,3,30,5,0,48,45,0.221,0.363,0.328,0.691,77,0.326,75,83,7,9,2,1,7,6/H,,relafde01
165,Desi Relaford#,26,SDP,NL,-0.1,45,189,157,26,32,2,0,2,16,8,0,27,26,0.204,0.33,0.255,0.585,56,0.324,79,40,3,3,1,1,0,6/H,,relafde01
166,Lee Stevens*,32,MON,NL,0.7,123,501,449,60,119,27,2,22,75,0,0,48,105,0.265,0.337,0.481,0.818,101,0.353,94,216,10,2,0,2,6,*3/H,,stevele01
167,Juan González,30,DET,AL,1.9,115,496,461,69,133,30,2,22,67,1,2,32,84,0.289,0.337,0.505,0.842,116,0.367,114,233,13,2,0,1,3,9D/H,,gonzaju03
168,José Hernández,30,MIL,NL,-0.1,124,496,446,51,109,22,1,11,59,3,7,41,125,0.244,0.315,0.372,0.687,75,0.308,73,166,12,6,0,3,3,56/H7,,hernajo01
169,Gabe Kapler,24,TEX,AL,1.6,116,491,444,59,134,32,1,14,66,8,4,42,57,0.302,0.36,0.473,0.833,109,0.378,114,210,12,0,2,3,2,*89/H,,kaplega01
170,Cliff Floyd*,27,FLA,NL,2.7,121,487,420,75,126,30,0,22,91,24,3,50,82,0.3,0.378,0.529,0.906,132,0.403,133,222,4,8,0,9,5,*7H/D,,floydcl01
171,Ron Gant,35,2TM,2LG,2.1,123,487,425,69,106,19,3,26,54,6,6,56,91,0.249,0.335,0.492,0.827,106,0.362,106,209,7,1,1,4,1,7HD,,gantro01
171,Ron Gant,35,PHI,NL,1.4,89,384,343,54,87,16,2,20,38,5,4,36,73,0.254,0.324,0.487,0.811,101,0.356,101,167,7,1,1,3,1,7/H,,gantro01
171,Ron Gant,35,ANA,AL,0.7,34,103,82,15,19,3,1,6,16,1,2,20,18,0.232,0.379,0.512,0.891,122,0.385,123,42,0,0,0,1,0,7HD,,gantro01
172,J.D. Drew*,24,STL,NL,3.7,135,486,407,73,120,17,2,18,57,17,9,67,99,0.295,0.401,0.479,0.88,121,0.395,127,195,3,6,5,1,4,*987H,,drewj.01
173,Ramón Hernández,24,OAK,AL,0.7,143,479,419,52,101,19,0,14,62,1,0,38,64,0.241,0.311,0.387,0.698,79,0.313,74,162,14,7,10,5,1,*2H,,hernara02
174,Rubén Rivera,26,SDP,NL,0.9,135,479,423,62,88,18,6,17,57,8,4,44,137,0.208,0.296,0.4,0.696,80,0.32,84,169,8,10,0,2,1,*8/H7,,riverru01
175,David Ortiz*,24,MIN,AL,0.7,130,478,415,59,117,36,1,10,63,1,0,57,81,0.282,0.364,0.446,0.81,101,0.366,102,185,13,0,0,6,2,D3H,,ortizda01
176,Charles Johnson,28,2TM,AL,5.1,128,478,421,76,128,24,0,31,91,2,0,52,106,0.304,0.379,0.582,0.961,142,0.416,143,245,8,1,1,3,0,*2/HD,,johnsch04
176,Charles Johnson,28,BAL,AL,3.1,84,320,286,52,84,16,0,21,55,2,0,32,69,0.294,0.364,0.57,0.934,137,0.409,140,163,8,0,1,1,0,2/HD,,johnsch04
176,Charles Johnson,28,CHW,AL,2,44,158,135,24,44,8,0,10,36,0,0,20,37,0.326,0.411,0.607,1.019,152,0.431,149,82,0,1,0,2,0,2/H,,johnsch04
177,Pat Burrell,23,PHI,NL,0.5,111,474,408,57,106,27,1,18,79,0,0,63,139,0.26,0.359,0.463,0.822,106,0.367,107,189,5,1,0,2,2,37/DH,ROY-4,burrepa01
178,Travis Lee*,25,2TM,NL,0.4,128,473,404,53,95,24,1,9,54,8,1,65,79,0.235,0.342,0.366,0.709,78,0.331,78,148,12,2,0,2,1,397/H8,,leetr01
178,Travis Lee*,25,ARI,NL,0.2,72,250,224,34,52,13,0,8,40,5,1,25,46,0.232,0.308,0.397,0.705,74,0.32,68,89,6,0,0,1,1,93/H8,,leetr01
178,Travis Lee*,25,PHI,NL,0.2,56,223,180,19,43,11,1,1,14,3,0,40,33,0.239,0.381,0.328,0.709,82,0.343,88,59,6,2,0,1,0,37/H,,leetr01
179,Ray Lankford*,33,STL,NL,1,128,472,392,73,99,16,3,26,65,5,6,70,148,0.253,0.367,0.508,0.874,117,0.374,114,199,6,4,0,6,1,*7H/8D,,lankfra01
180,Todd Hollandsworth*,27,2TM,NL,2.3,137,471,428,81,115,20,0,19,47,18,7,41,99,0.269,0.333,0.449,0.782,91,0.362,99,192,8,1,0,1,3,*87H9,,hollato01
180,Todd Hollandsworth*,27,LAD,NL,0.9,81,293,261,42,61,12,0,8,24,11,4,30,61,0.234,0.314,0.372,0.686,77,0.319,79,97,4,1,0,1,2,8H/79,,hollato01
180,Todd Hollandsworth*,27,COL,NL,1.4,56,178,167,39,54,8,0,11,23,7,3,11,38,0.323,0.365,0.569,0.934,111,0.434,133,95,4,0,0,0,1,79H/8,,hollato01
181,Craig Biggio,34,HOU,NL,1.4,101,466,377,67,101,13,5,8,35,12,2,61,73,0.268,0.388,0.393,0.78,93,0.374,102,148,10,16,7,5,3,4/H,,biggicr01
182,Julio Lugo,24,HOU,NL,0.1,116,465,420,78,119,22,5,10,40,22,9,37,93,0.283,0.346,0.431,0.777,90,0.358,93,181,9,4,3,1,0,64H/798,,lugoju01
183,Mike Matheny,29,STL,NL,1.8,128,464,417,43,109,22,1,6,47,0,0,32,96,0.261,0.317,0.362,0.679,71,0.309,65,151,11,4,7,4,8,*2/3H,GG,mathemi01
184,Melvin Mora,28,2TM,2LG,1.4,132,464,414,60,114,22,5,8,47,12,11,35,80,0.275,0.337,0.411,0.748,92,0.336,95,170,5,6,4,5,3,687/H459,,morame01
184,Melvin Mora,28,NYM,NL,0.3,79,242,215,35,56,13,2,6,30,7,3,18,48,0.26,0.317,0.423,0.74,88,0.328,84,91,3,2,2,5,3,687/H459,,morame01
184,Melvin Mora,28,BAL,AL,1.1,53,222,199,25,58,9,3,2,17,5,8,17,32,0.291,0.359,0.397,0.756,96,0.344,106,79,2,4,2,0,0,4-Jun,,morame01
185,John Vander Wal*,34,PIT,NL,3,134,461,384,74,115,29,0,24,94,11,2,72,92,0.299,0.41,0.563,0.972,144,0.43,150,216,7,2,0,3,5,93H7/D,,vandejo02
186,Ellis Burks,35,SFG,NL,5,122,458,393,74,135,21,5,24,96,5,1,56,49,0.344,0.419,0.606,1.025,163,0.461,179,238,10,1,0,8,5,9H/D,MVP-15,burksel01
187,Chuck Knoblauch,31,NYY,AL,0.3,102,457,400,75,113,22,2,5,26,15,7,46,45,0.283,0.366,0.385,0.751,92,0.343,92,154,6,8,1,2,0,4D/H,,knoblch01
188,Mickey Morandini*,34,2TM,2LG,-1.2,126,457,409,41,105,15,4,0,29,6,2,36,77,0.257,0.322,0.313,0.635,62,0.299,58,128,13,4,7,1,1,*4/H,,moranmi01
188,Mickey Morandini*,34,PHI,NL,-1,91,341,302,31,76,13,3,0,22,5,2,29,54,0.252,0.324,0.315,0.639,63,0.299,59,95,11,4,5,1,1,4/H,,moranmi01
188,Mickey Morandini*,34,TOR,AL,-0.2,35,116,107,10,29,2,1,0,7,1,0,7,23,0.271,0.316,0.308,0.624,58,0.297,54,33,2,0,2,0,0,4/H,,moranmi01
189,Orlando Cabrera,25,MON,NL,-0.9,125,454,422,47,100,25,1,13,55,4,4,25,28,0.237,0.279,0.393,0.673,66,0.3,58,166,12,1,3,3,3,*6/H4,,cabreor01
190,Rusty Greer*,31,TEX,AL,2.1,105,453,394,65,117,34,3,8,65,4,1,51,61,0.297,0.377,0.459,0.837,111,0.391,122,181,14,3,0,5,1,7/HD,,greerru01
191,Jeff Conine,34,BAL,AL,0.6,119,452,409,53,116,20,2,13,46,4,3,36,53,0.284,0.341,0.438,0.779,100,0.35,102,179,14,2,0,4,1,53D9H/7,,coninje01
192,Herbert Perry,30,2TM,AL,2.8,116,450,411,71,124,30,1,12,62,4,1,24,75,0.302,0.35,0.467,0.818,104,0.373,109,192,13,9,2,4,1,*5/H3D,,perryhe01
192,Herbert Perry,30,TBD,AL,-0.2,7,30,28,2,6,1,0,0,1,0,0,2,7,0.214,0.267,0.25,0.517,34,0.272,44,7,0,0,0,0,0,/53,,perryhe01
192,Herbert Perry,30,CHW,AL,3,109,420,383,69,118,29,1,12,61,4,1,22,68,0.308,0.356,0.483,0.839,109,0.38,114,185,13,9,2,4,1,5/H3D,,perryhe01
193,Barry Larkin,36,CIN,NL,2.6,102,447,396,71,124,26,5,11,41,14,6,48,31,0.313,0.389,0.487,0.876,118,0.389,120,193,10,1,2,0,0,6/DH,AS,larkiba01
194,Darrin Fletcher*,33,TOR,AL,2.3,122,445,416,43,133,19,1,20,58,1,0,20,45,0.32,0.355,0.514,0.869,115,0.374,108,214,8,5,0,4,3,*2H/D,,fletcda01
195,Mike Lieberthal,28,PHI,NL,2.4,108,438,389,55,108,30,0,15,71,2,0,40,53,0.278,0.352,0.47,0.822,106,0.368,107,183,12,6,0,3,3,2/H,AS,liebemi01
196,Charlie Hayes,35,MIL,NL,0.4,121,435,370,46,93,17,0,9,46,1,1,57,84,0.251,0.348,0.37,0.718,84,0.328,83,137,11,1,0,6,4,53H/D,,hayesch01
197,Denny Hocking#,30,MIN,AL,1,134,433,373,52,111,24,4,4,47,7,5,48,77,0.298,0.373,0.416,0.789,97,0.354,96,155,2,0,7,5,1,4H895763/D,,hockide01
198,Jay Buhner,35,SEA,AL,1.9,112,430,364,50,92,20,0,26,82,0,2,59,98,0.253,0.361,0.522,0.883,127,0.385,128,190,10,4,1,2,3,9H/D,,buhneja01
199,Raúl Mondesi,29,TOR,AL,2.9,96,426,388,78,105,22,2,24,67,22,6,32,73,0.271,0.329,0.523,0.852,109,0.376,107,203,8,3,0,3,0,9/H,,mondera01
200,Craig Paquette,31,STL,NL,-0.5,134,420,384,47,94,24,2,15,61,4,3,27,83,0.245,0.294,0.435,0.728,80,0.326,78,167,5,2,1,6,1,5379H4,,paquecr01
201,Chris Stynes,27,CIN,NL,2.5,119,420,380,71,127,24,1,12,40,5,2,32,54,0.334,0.386,0.497,0.883,120,0.391,122,189,5,2,3,3,2,5H4/79,,stynech01
202,John Flaherty,32,TBD,AL,-0.5,109,418,394,36,103,15,0,10,39,0,0,20,57,0.261,0.296,0.376,0.671,71,0.296,60,148,11,0,2,2,2,*2/H,,flahejo01
203,Lance Berkman#,24,HOU,NL,2,114,417,353,76,105,28,1,21,67,6,2,56,73,0.297,0.388,0.561,0.949,130,0.411,130,198,6,1,0,7,1,97H/3,ROY-6,berkmla01
204,Miguel Cairo,26,TBD,AL,-0.2,119,417,375,49,98,18,2,1,34,28,7,29,34,0.261,0.314,0.328,0.642,65,0.307,63,123,7,2,6,5,0,*4H/D,,cairomi01
205,Benny Agbayani,28,NYM,NL,2,119,415,350,59,101,19,1,15,60,5,5,54,68,0.289,0.391,0.477,0.868,122,0.384,126,167,6,7,0,3,2,*7H9/8D,,agbaybe01
206,Carlos Beltrán#,23,KCR,AL,0.9,98,413,372,49,92,15,4,7,44,13,0,35,69,0.247,0.309,0.366,0.675,69,0.317,65,136,12,0,2,4,2,8/D9H7,,beltrca01
207,Henry Rodríguez*,32,2TM,NL,-0.5,112,410,367,47,94,21,1,20,61,1,2,36,99,0.256,0.327,0.482,0.809,105,0.347,98,177,5,4,0,3,2,7H/9,,rodrihe02
207,Henry Rodríguez*,32,CHC,NL,-0.3,76,287,259,37,65,15,1,18,51,1,2,22,76,0.251,0.314,0.525,0.839,110,0.352,101,136,4,3,0,3,2,7/H9,,rodrihe02
207,Henry Rodríguez*,32,FLA,NL,-0.1,36,123,108,10,29,6,0,2,10,0,0,14,23,0.269,0.358,0.38,0.737,92,0.335,91,41,1,1,0,0,0,7/H9,,rodrihe02
208,Bill Spiers*,34,HOU,NL,1.2,124,409,355,41,107,17,3,3,43,7,4,49,38,0.301,0.386,0.392,0.777,92,0.354,92,139,8,1,2,2,3,5H64/79,,spierbi01
209,Kevin Stocker#,30,2TM,AL,0.4,110,409,343,41,75,20,4,2,24,1,5,51,81,0.219,0.326,0.318,0.644,64,0.299,63,109,11,4,10,1,0,*6/H,,stockke01
209,Kevin Stocker#,30,TBD,AL,0.6,40,137,114,20,30,7,1,2,8,1,2,19,27,0.263,0.378,0.395,0.773,99,0.36,109,45,3,2,2,0,0,6/H,,stockke01
209,Kevin Stocker#,30,ANA,AL,-0.2,70,272,229,21,45,13,3,0,16,0,3,32,54,0.197,0.299,0.279,0.579,47,0.267,39,64,8,2,8,1,0,6/H,,stockke01
210,Joe Girardi,35,CHC,NL,1.6,106,407,363,47,101,15,1,6,40,1,0,32,61,0.278,0.339,0.375,0.714,83,0.335,87,136,12,3,6,3,3,2/H,AS,girarjo01
211,Álex González,23,FLA,NL,-1.9,109,407,385,35,77,17,4,7,42,7,1,13,77,0.2,0.229,0.319,0.548,40,0.258,35,123,7,2,5,2,0,6/H,,gonzaal02
212,José Canseco,35,2TM,AL,1.1,98,401,329,47,83,18,0,15,49,2,0,64,102,0.252,0.377,0.444,0.82,109,0.371,111,146,7,4,0,4,2,D/H79,,cansejo01
212,José Canseco,35,TBD,AL,1,61,264,218,31,56,15,0,9,30,2,0,41,65,0.257,0.383,0.45,0.832,112,0.382,118,98,5,4,0,1,1,D/H,,cansejo01
212,José Canseco,35,NYY,AL,0.1,37,137,111,16,27,3,0,6,19,0,0,23,37,0.243,0.365,0.432,0.797,103,0.351,97,48,2,0,0,3,1,D/H79,,cansejo01
213,Mitch Meluskey#,26,HOU,NL,1.9,117,400,337,47,101,21,0,14,69,1,0,55,74,0.3,0.401,0.487,0.888,117,0.39,116,164,7,4,1,3,10,2H/5,ROY-5,melusmi01
214,Carlos Febles,24,KCR,AL,1.7,100,399,339,59,87,12,1,2,29,17,6,36,48,0.257,0.345,0.316,0.66,68,0.337,82,107,10,10,13,1,1,4/H,,febleca01
215,Mark Loretta,28,MIL,NL,2,91,399,352,49,99,21,1,7,40,0,3,37,38,0.281,0.35,0.406,0.757,93,0.346,98,143,9,1,8,1,2,6/H4,,loretma01
216,Matt Williams,34,ARI,NL,0.3,96,397,371,43,102,18,2,12,47,1,2,20,51,0.275,0.315,0.431,0.746,83,0.331,79,160,11,3,0,3,1,5/DH,,willima04
217,Rondell White,28,2TM,NL,2.4,94,396,357,59,111,26,0,13,61,5,3,33,79,0.311,0.374,0.493,0.867,115,0.386,119,176,4,4,0,2,0,7/H,,whitero02
217,Rondell White,28,MON,NL,2,75,322,290,52,89,24,0,11,54,5,1,28,67,0.307,0.37,0.503,0.873,115,0.392,120,146,4,2,0,2,0,7/H,,whitero02
217,Rondell White,28,CHC,NL,0.5,19,74,67,7,22,2,0,2,7,0,2,5,12,0.328,0.392,0.448,0.84,115,0.361,116,30,0,2,0,0,0,7/H,,whitero02
